is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Выполнение плана строительно-монтажных работ (2955_10),Дисциплинированность (СК) (593_4),"Личные установки и ценности, мировоззрение (2043_4)",Организация и выполнение производственных заданий при производстве этапа строительных работ (2959_10),"Организаторские способности, лидерство (СК) (393_4)","Организация приемки строительных материалов, конструкций, изделий, их складирование, учет и отчетность (4242_10)",Чтение схем/чертежей (ОПТ) (3032_36),Командность (СК) (1371_4),Контроль соблюдения технологической последовательности производства строительных работ (4118_10),"Работа с технической документации, чтение проектов, чертежей, схем (строительство) (2957_10)","Саморазвитие, обучаемость (СК) (604_4)",Ведение исполнительной документации в строительстве (2958_10),Коммуникабельность (СК) (617_4),"Производит расстановку бригад, звеньев и отдельных работников на строительном участке (5590_10)",Стрессоустойчивость (СК) (601_4),Контроль выполнения строительно-монтажных работ (2954_10),Проведение производственного инструктажа и ведение журнала учета инструктажа и техники безопасности работников (5584_10),Контроль за соблюдением работниками  правил охраны труда и техники безопасности при выполнении строительных и монтажных работ (5577_10),"Оформление документов по учету рабочего времени, выработки, простоев работников при выполнении общестроительных работ (4121_10)",Внимательность (СК) (536_4),Геодезический контроль в ходе выполнения технологических операций (4115_10),Знание технологии производства строительных и монтажных работ (4120_10),Навык составления смет (5556_10),Трудолюбие (СК) (597_4),Контроль соблюдения технологической последовательности при выполнении вида строительных работ (2960_10),Контроль выполнения работ (7013_10),"Обеспечение строительных бригад и отдельных работников инструментом, приспособлениями, средствами малой механизации, транспортом, спецодеждой, защитными средствами (5586_10)",Знание компьютерных офисных программ (строительство) (4252_10),Выдача нарядов на строительные и монтажные работы и приемка законченных строительных и монтажных работ (5582_10),Руководство работниками участка производства строительных работ (5576_10),Пунктуальность (СК) (612_4),Целеустремленность (СК) (588_4),"Восприятие, мышление, внимание, память (УСК) (1330_4)",Самостоятельность (СК) (603_4),"Знание ГОСТов, СНиПов, СП (1406_10)",навыки  в области строительства (6220_10),"Многозадачность, интенсивность (СК) (627_4)",Знания SCAD (5251_10),Высокая работоспособность (СК) (586_4),Знание действующих нормативно-технических документов в строительстве (4256_10),Планирование и организация материально-технического обеспечения строительства (4249_10),"Обеспечение рационального использования на участке строительных машин, оборудования и транспортных средств (4123_10)",Знание технологии производства (7190_10),Аккуратность (СК) (575_4),Соблюдение правил охраны труда (ОПТ) (3790_36),Умение пользоваться геодезическими инструментами (4117_10),Выполнение разбивочных работ в строительстве (4122_10),Использование нивелира (1398_10),Выполнение комплекса геодезических работ (1410_10),Подготовка и сдача работ (1447_10),Составление/формирование/подготовка отчетности (ОПТ) (3911_36),Нравственность (СК) (622_4),Руководство производственно-хозяйственной деятельностью строительного  участка (5575_10),"Техника безопасности (бетон, арматура) (1607_10)",Руководство бригадой (ОПТ) (3599_36),Знание рынка строительных материалов (4260_10),Знания нормативных документов (4992_10),монтажные работы (6243_10),Инициативность (СК) (610_4),Выполнение ремонтных работ (ОПТ) (8285_36),Контроль обеспечения рабочих мест знаками безопасности и предупредительными надписями (5589_10),Ведение должностного документооборота (3339_10),составление актов (6246_10),Ведение журнала учета законченных строительно-монтажных работ (5579_10),Выполнение поручений руководителя (ОПТ) (3036_36),Отслеживание показаний контрольно-измерительных приборов (5973_10),Знания Microsoft Office (5758_10),Выполнение монтажных/демонтажных работ (ОПТ) (8301_36),Знание ГОСТ (7061_10),работа со сметной документацией (6234_10),"Скорость, оперативность (СК) (1324_4)",Соблюдение техники безопасности (ОПТ) (3791_36),Обеспечение применения в соответствии с назначением технологической оснастки (5587_10),Знание нормативно-технической документации (7072_10),"Самоорганизация, отношение себе  (СК) (1629_4)",Работы с объёмами (1547_10),Обеспечение соблюдение чистоты и порядка на рабочих местах (5588_10),контроль за соблюдением нормативов (6216_10),Использование геодезического оборудования (1377_10),Выполнение контроля в топогеодезии (1421_10),Доброжелательность (СК) (1126_4),Работы в сфере картографии (1558_10),Выполнение топографо-геодезической съемки (247_10)
True,1.0,Брянская область,1,False,45000.0,217000.0,23059.2458,19241.7166,13198.722,12787.8668,10254.26,9620.8583,7292.6791,7138.6084,5666.3774,4810.4292,4759.0723,4125.6706,4022.9568,4022.9568,3868.8861,3834.6482,3834.6482,3714.8154,3201.2464,3132.7706,2824.6292,2824.6292,2602.0827,2430.893,2345.2982,2328.1792,2071.3948,1968.681,1951.562,1865.9672,1848.8482,1814.6103,1746.1344,1711.8965,1609.1827,1455.112,1437.9931,1318.1603,1283.9224,1232.5655,1232.5655,1232.5655,1215.4465,1061.3758,1044.2569,1044.2569,1044.2569,1010.0189,975.781,958.662,958.662,941.5431,941.5431,855.9482,804.5914,770.3534,718.9965,684.7586,650.5207,633.4017,616.2827,599.1638,599.1638,564.9258,547.8069,547.8069,530.6879,496.45,427.9741,427.9741,359.4983,342.3793,308.1414,308.1414,291.0224,273.9034,205.4276,171.1896,136.9517,119.8328,51.3569,34.2379,0.0,0.0
True,1.0,Республика Марий Эл,1,False,42000.0,100000.0,10626.3806,8867.1505,6082.3604,5893.0262,4725.4654,4433.5753,3360.6816,3289.6813,2611.2338,2216.7876,2193.1209,1901.2307,1853.8971,1853.8971,1782.8968,1767.119,1767.119,1711.8965,1475.2288,1443.6731,1301.6725,1301.6725,1199.1164,1120.2272,1080.7826,1072.8937,954.5598,907.2263,899.3373,859.8927,852.0038,836.2259,804.6702,788.8924,741.5589,670.5585,662.6696,607.4471,591.6693,568.0025,568.0025,568.0025,560.1136,489.1133,481.2244,481.2244,481.2244,465.4465,449.6687,441.7797,441.7797,433.8908,433.8908,394.4462,370.7794,355.0016,331.3348,315.557,299.7791,291.8902,284.0013,276.1123,276.1123,260.3345,252.4456,252.4456,244.5566,228.7788,197.2231,197.2231,165.6674,157.7785,142.0006,142.0006,134.1117,126.2228,94.6671,78.8892,63.1114,55.2225,23.6668,15.7778,0.0,0.0
True,1.0,Ивановская область,1,False,60000.0,100000.0,10626.3806,8867.1505,6082.3604,5893.0262,4725.4654,4433.5753,3360.6816,3289.6813,2611.2338,2216.7876,2193.1209,1901.2307,1853.8971,1853.8971,1782.8968,1767.119,1767.119,1711.8965,1475.2288,1443.6731,1301.6725,1301.6725,1199.1164,1120.2272,1080.7826,1072.8937,954.5598,907.2263,899.3373,859.8927,852.0038,836.2259,804.6702,788.8924,741.5589,670.5585,662.6696,607.4471,591.6693,568.0025,568.0025,568.0025,560.1136,489.1133,481.2244,481.2244,481.2244,465.4465,449.6687,441.7797,441.7797,433.8908,433.8908,394.4462,370.7794,355.0016,331.3348,315.557,299.7791,291.8902,284.0013,276.1123,276.1123,260.3345,252.4456,252.4456,244.5566,228.7788,197.2231,197.2231,165.6674,157.7785,142.0006,142.0006,134.1117,126.2228,94.6671,78.8892,63.1114,55.2225,23.6668,15.7778,0.0,0.0
True,1.0,Смоленская область,1,False,80000.0,100000.0,10626.3806,8867.1505,6082.3604,5893.0262,4725.4654,4433.5753,3360.6816,3289.6813,2611.2338,2216.7876,2193.1209,1901.2307,1853.8971,1853.8971,1782.8968,1767.119,1767.119,1711.8965,1475.2288,1443.6731,1301.6725,1301.6725,1199.1164,1120.2272,1080.7826,1072.8937,954.5598,907.2263,899.3373,859.8927,852.0038,836.2259,804.6702,788.8924,741.5589,670.5585,662.6696,607.4471,591.6693,568.0025,568.0025,568.0025,560.1136,489.1133,481.2244,481.2244,481.2244,465.4465,449.6687,441.7797,441.7797,433.8908,433.8908,394.4462,370.7794,355.0016,331.3348,315.557,299.7791,291.8902,284.0013,276.1123,276.1123,260.3345,252.4456,252.4456,244.5566,228.7788,197.2231,197.2231,165.6674,157.7785,142.0006,142.0006,134.1117,126.2228,94.6671,78.8892,63.1114,55.2225,23.6668,15.7778,0.0,0.0
True,1.0,Красноярский край,1,False,50000.0,200000.0,21252.7611,17734.301,12164.7207,11786.0524,9450.9309,8867.1505,6721.3632,6579.3626,5222.4677,4433.5753,4386.2417,3802.4613,3707.7943,3707.7943,3565.7936,3534.2379,3534.2379,3423.793,2950.4576,2887.3462,2603.3449,2603.3449,2398.2329,2240.4544,2161.5652,2145.7873,1909.1196,1814.4525,1798.6747,1719.7854,1704.0076,1672.4519,1609.3405,1577.7848,1483.1177,1341.1171,1325.3392,1214.8943,1183.3386,1136.005,1136.005,1136.005,1120.2272,978.2266,962.4487,962.4487,962.4487,930.893,899.3373,883.5595,883.5595,867.7816,867.7816,788.8924,741.5589,710.0032,662.6696,631.1139,599.5582,583.7804,568.0025,552.2247,552.2247,520.669,504.8911,504.8911,489.1133,457.5576,394.4462,394.4462,331.3348,315.557,284.0013,284.0013,268.2234,252.4456,189.3342,157.7785,126.2228,110.4449,47.3335,31.5557,0.0,0.0
True,1.0,Республика Хакасия,1,False,60000.0,150000.0,15939.5708,13300.7258,9123.5405,8839.5393,7088.1982,6650.3629,5041.0224,4934.5219,3916.8507,3325.1814,3289.6813,2851.846,2780.8457,2780.8457,2674.3452,2650.6784,2650.6784,2567.8447,2212.8432,2165.5096,1952.5087,1952.5087,1798.6747,1680.3408,1621.1739,1609.3405,1431.8397,1360.8394,1349.006,1289.8391,1278.0057,1254.3389,1207.0054,1183.3386,1112.3383,1005.8378,994.0044,911.1707,887.5039,852.0038,852.0038,852.0038,840.1704,733.6699,721.8365,721.8365,721.8365,698.1698,674.503,662.6696,662.6696,650.8362,650.8362,591.6693,556.1691,532.5024,497.0022,473.3354,449.6687,437.8353,426.0019,414.1685,414.1685,390.5017,378.6683,378.6683,366.835,343.1682,295.8346,295.8346,248.5011,236.6677,213.0009,213.0009,201.1676,189.3342,142.0006,118.3339,94.6671,82.8337,35.5002,23.6668,0.0,0.0
True,1.0,Забайкальский край,1,False,70000.0,118000.0,12539.1291,10463.2376,7177.1852,6953.7709,5576.0492,5231.6188,3965.6043,3881.8239,3081.2559,2615.8094,2587.8826,2243.4522,2187.5986,2187.5986,2103.8182,2085.2004,2085.2004,2020.0379,1740.77,1703.5342,1535.9735,1535.9735,1414.9574,1321.8681,1275.3234,1266.0145,1126.3806,1070.527,1061.218,1014.6734,1005.3645,986.7466,949.5109,930.893,875.0394,791.2591,781.9501,716.7876,698.1698,670.243,670.243,670.243,660.934,577.1537,567.8447,567.8447,567.8447,549.2269,530.609,521.3001,521.3001,511.9912,511.9912,465.4465,437.5197,418.9019,390.9751,372.3572,353.7393,344.4304,335.1215,325.8126,325.8126,307.1947,297.8858,297.8858,288.5768,269.959,232.7233,232.7233,195.4875,186.1786,167.5607,167.5607,158.2518,148.9429,111.7072,93.0893,74.4714,65.1625,27.9268,18.6179,0.0,0.0
True,1.0,Саратовская область,2,False,20000.0,217000.0,23059.2458,19241.7166,13198.722,12787.8668,10254.26,9620.8583,7292.6791,7138.6084,5666.3774,4810.4292,4759.0723,4125.6706,4022.9568,4022.9568,3868.8861,3834.6482,3834.6482,3714.8154,3201.2464,3132.7706,2824.6292,2824.6292,2602.0827,2430.893,2345.2982,2328.1792,2071.3948,1968.681,1951.562,1865.9672,1848.8482,1814.6103,1746.1344,1711.8965,1609.1827,1455.112,1437.9931,1318.1603,1283.9224,1232.5655,1232.5655,1232.5655,1215.4465,1061.3758,1044.2569,1044.2569,1044.2569,1010.0189,975.781,958.662,958.662,941.5431,941.5431,855.9482,804.5914,770.3534,718.9965,684.7586,650.5207,633.4017,616.2827,599.1638,599.1638,564.9258,547.8069,547.8069,530.6879,496.45,427.9741,427.9741,359.4983,342.3793,308.1414,308.1414,291.0224,273.9034,205.4276,171.1896,136.9517,119.8328,51.3569,34.2379,0.0,0.0
True,1.0,Амурская область,1,False,50000.0,140000.0,14876.9328,12414.0107,8515.3045,8250.2367,6615.6516,6207.0054,4704.9542,4605.5538,3655.7274,3103.5027,3070.3692,2661.7229,2595.456,2595.456,2496.0555,2473.9666,2473.9666,2396.6551,2065.3203,2021.1423,1822.3414,1822.3414,1678.763,1568.3181,1513.0956,1502.0511,1336.3837,1270.1168,1259.0723,1203.8498,1192.8053,1170.7163,1126.5383,1104.4494,1038.1824,938.782,927.7375,850.426,828.337,795.2035,795.2035,795.2035,784.159,684.7586,673.7141,673.7141,673.7141,651.6251,629.5361,618.4916,618.4916,607.4471,607.4471,552.2247,519.0912,497.0022,463.8687,441.7797,419.6908,408.6463,397.6018,386.5573,386.5573,364.4683,353.4238,353.4238,342.3793,320.2903,276.1123,276.1123,231.9344,220.8899,198.8009,198.8009,187.7564,176.7119,132.5339,110.4449,88.3559,77.3115,33.1335,22.089,0.0,0.0
True,1.0,Алтайский край,2,False,55000.0,135000.0,14345.6138,11970.6532,8211.1865,7955.5854,6379.3784,5985.3266,4536.9202,4441.0697,3525.1657,2992.6633,2960.7132,2566.6614,2502.7611,2502.7611,2406.9107,2385.6106,2385.6106,2311.0603,1991.5589,1948.9587,1757.2578,1757.2578,1618.8072,1512.3067,1459.0565,1448.4064,1288.6557,1224.7554,1214.1054,1160.8552,1150.2051,1128.905,1086.3048,1065.0047,1001.1044,905.254,894.604,820.0536,798.7536,766.8034,766.8034,766.8034,756.1534,660.3029,649.6529,649.6529,649.6529,628.3528,607.0527,596.4027,596.4027,585.7526,585.7526,532.5024,500.5522,479.2521,447.302,426.0019,404.7018,394.0518,383.4017,372.7517,372.7517,351.4516,340.8015,340.8015,330.1515,308.8514,266.2512,266.2512,223.651,213.0009,191.7009,191.7009,181.0508,170.4008,127.8006,106.5005,85.2004,74.5503,31.9501,21.3001,0.0,0.0
True,1.0,Астраханская область,1,False,20000.0,118000.0,12539.1291,10463.2376,7177.1852,6953.7709,5576.0492,5231.6188,3965.6043,3881.8239,3081.2559,2615.8094,2587.8826,2243.4522,2187.5986,2187.5986,2103.8182,2085.2004,2085.2004,2020.0379,1740.77,1703.5342,1535.9735,1535.9735,1414.9574,1321.8681,1275.3234,1266.0145,1126.3806,1070.527,1061.218,1014.6734,1005.3645,986.7466,949.5109,930.893,875.0394,791.2591,781.9501,716.7876,698.1698,670.243,670.243,670.243,660.934,577.1537,567.8447,567.8447,567.8447,549.2269,530.609,521.3001,521.3001,511.9912,511.9912,465.4465,437.5197,418.9019,390.9751,372.3572,353.7393,344.4304,335.1215,325.8126,325.8126,307.1947,297.8858,297.8858,288.5768,269.959,232.7233,232.7233,195.4875,186.1786,167.5607,167.5607,158.2518,148.9429,111.7072,93.0893,74.4714,65.1625,27.9268,18.6179,0.0,0.0
True,1.0,Республика Бурятия,1,False,35000.0,118000.0,12539.1291,10463.2376,7177.1852,6953.7709,5576.0492,5231.6188,3965.6043,3881.8239,3081.2559,2615.8094,2587.8826,2243.4522,2187.5986,2187.5986,2103.8182,2085.2004,2085.2004,2020.0379,1740.77,1703.5342,1535.9735,1535.9735,1414.9574,1321.8681,1275.3234,1266.0145,1126.3806,1070.527,1061.218,1014.6734,1005.3645,986.7466,949.5109,930.893,875.0394,791.2591,781.9501,716.7876,698.1698,670.243,670.243,670.243,660.934,577.1537,567.8447,567.8447,567.8447,549.2269,530.609,521.3001,521.3001,511.9912,511.9912,465.4465,437.5197,418.9019,390.9751,372.3572,353.7393,344.4304,335.1215,325.8126,325.8126,307.1947,297.8858,297.8858,288.5768,269.959,232.7233,232.7233,195.4875,186.1786,167.5607,167.5607,158.2518,148.9429,111.7072,93.0893,74.4714,65.1625,27.9268,18.6179,0.0,0.0
True,1.0,Орловская область,1,False,55000.0,217000.0,23059.2458,19241.7166,13198.722,12787.8668,10254.26,9620.8583,7292.6791,7138.6084,5666.3774,4810.4292,4759.0723,4125.6706,4022.9568,4022.9568,3868.8861,3834.6482,3834.6482,3714.8154,3201.2464,3132.7706,2824.6292,2824.6292,2602.0827,2430.893,2345.2982,2328.1792,2071.3948,1968.681,1951.562,1865.9672,1848.8482,1814.6103,1746.1344,1711.8965,1609.1827,1455.112,1437.9931,1318.1603,1283.9224,1232.5655,1232.5655,1232.5655,1215.4465,1061.3758,1044.2569,1044.2569,1044.2569,1010.0189,975.781,958.662,958.662,941.5431,941.5431,855.9482,804.5914,770.3534,718.9965,684.7586,650.5207,633.4017,616.2827,599.1638,599.1638,564.9258,547.8069,547.8069,530.6879,496.45,427.9741,427.9741,359.4983,342.3793,308.1414,308.1414,291.0224,273.9034,205.4276,171.1896,136.9517,119.8328,51.3569,34.2379,0.0,0.0
True,1.0,Псковская область,1,False,71250.0,118000.0,12539.1291,10463.2376,7177.1852,6953.7709,5576.0492,5231.6188,3965.6043,3881.8239,3081.2559,2615.8094,2587.8826,2243.4522,2187.5986,2187.5986,2103.8182,2085.2004,2085.2004,2020.0379,1740.77,1703.5342,1535.9735,1535.9735,1414.9574,1321.8681,1275.3234,1266.0145,1126.3806,1070.527,1061.218,1014.6734,1005.3645,986.7466,949.5109,930.893,875.0394,791.2591,781.9501,716.7876,698.1698,670.243,670.243,670.243,660.934,577.1537,567.8447,567.8447,567.8447,549.2269,530.609,521.3001,521.3001,511.9912,511.9912,465.4465,437.5197,418.9019,390.9751,372.3572,353.7393,344.4304,335.1215,325.8126,325.8126,307.1947,297.8858,297.8858,288.5768,269.959,232.7233,232.7233,195.4875,186.1786,167.5607,167.5607,158.2518,148.9429,111.7072,93.0893,74.4714,65.1625,27.9268,18.6179,0.0,0.0
True,1.0,Мурманская область,1,False,60000.0,118000.0,12539.1291,10463.2376,7177.1852,6953.7709,5576.0492,5231.6188,3965.6043,3881.8239,3081.2559,2615.8094,2587.8826,2243.4522,2187.5986,2187.5986,2103.8182,2085.2004,2085.2004,2020.0379,1740.77,1703.5342,1535.9735,1535.9735,1414.9574,1321.8681,1275.3234,1266.0145,1126.3806,1070.527,1061.218,1014.6734,1005.3645,986.7466,949.5109,930.893,875.0394,791.2591,781.9501,716.7876,698.1698,670.243,670.243,670.243,660.934,577.1537,567.8447,567.8447,567.8447,549.2269,530.609,521.3001,521.3001,511.9912,511.9912,465.4465,437.5197,418.9019,390.9751,372.3572,353.7393,344.4304,335.1215,325.8126,325.8126,307.1947,297.8858,297.8858,288.5768,269.959,232.7233,232.7233,195.4875,186.1786,167.5607,167.5607,158.2518,148.9429,111.7072,93.0893,74.4714,65.1625,27.9268,18.6179,0.0,0.0
True,1.0,Сахалинская область,1,False,50000.0,118000.0,12539.1291,10463.2376,7177.1852,6953.7709,5576.0492,5231.6188,3965.6043,3881.8239,3081.2559,2615.8094,2587.8826,2243.4522,2187.5986,2187.5986,2103.8182,2085.2004,2085.2004,2020.0379,1740.77,1703.5342,1535.9735,1535.9735,1414.9574,1321.8681,1275.3234,1266.0145,1126.3806,1070.527,1061.218,1014.6734,1005.3645,986.7466,949.5109,930.893,875.0394,791.2591,781.9501,716.7876,698.1698,670.243,670.243,670.243,660.934,577.1537,567.8447,567.8447,567.8447,549.2269,530.609,521.3001,521.3001,511.9912,511.9912,465.4465,437.5197,418.9019,390.9751,372.3572,353.7393,344.4304,335.1215,325.8126,325.8126,307.1947,297.8858,297.8858,288.5768,269.959,232.7233,232.7233,195.4875,186.1786,167.5607,167.5607,158.2518,148.9429,111.7072,93.0893,74.4714,65.1625,27.9268,18.6179,0.0,0.0
True,1.0,Камчатский край,1,False,80000.0,100000.0,10626.3806,8867.1505,6082.3604,5893.0262,4725.4654,4433.5753,3360.6816,3289.6813,2611.2338,2216.7876,2193.1209,1901.2307,1853.8971,1853.8971,1782.8968,1767.119,1767.119,1711.8965,1475.2288,1443.6731,1301.6725,1301.6725,1199.1164,1120.2272,1080.7826,1072.8937,954.5598,907.2263,899.3373,859.8927,852.0038,836.2259,804.6702,788.8924,741.5589,670.5585,662.6696,607.4471,591.6693,568.0025,568.0025,568.0025,560.1136,489.1133,481.2244,481.2244,481.2244,465.4465,449.6687,441.7797,441.7797,433.8908,433.8908,394.4462,370.7794,355.0016,331.3348,315.557,299.7791,291.8902,284.0013,276.1123,276.1123,260.3345,252.4456,252.4456,244.5566,228.7788,197.2231,197.2231,165.6674,157.7785,142.0006,142.0006,134.1117,126.2228,94.6671,78.8892,63.1114,55.2225,23.6668,15.7778,0.0,0.0
True,1.0,Карачаево-Черкесская Республика,1,False,100000.0,100000.0,10626.3806,8867.1505,6082.3604,5893.0262,4725.4654,4433.5753,3360.6816,3289.6813,2611.2338,2216.7876,2193.1209,1901.2307,1853.8971,1853.8971,1782.8968,1767.119,1767.119,1711.8965,1475.2288,1443.6731,1301.6725,1301.6725,1199.1164,1120.2272,1080.7826,1072.8937,954.5598,907.2263,899.3373,859.8927,852.0038,836.2259,804.6702,788.8924,741.5589,670.5585,662.6696,607.4471,591.6693,568.0025,568.0025,568.0025,560.1136,489.1133,481.2244,481.2244,481.2244,465.4465,449.6687,441.7797,441.7797,433.8908,433.8908,394.4462,370.7794,355.0016,331.3348,315.557,299.7791,291.8902,284.0013,276.1123,276.1123,260.3345,252.4456,252.4456,244.5566,228.7788,197.2231,197.2231,165.6674,157.7785,142.0006,142.0006,134.1117,126.2228,94.6671,78.8892,63.1114,55.2225,23.6668,15.7778,0.0,0.0
True,1.0,Томская область,1,False,60000.0,140000.0,14876.9328,12414.0107,8515.3045,8250.2367,6615.6516,6207.0054,4704.9542,4605.5538,3655.7274,3103.5027,3070.3692,2661.7229,2595.456,2595.456,2496.0555,2473.9666,2473.9666,2396.6551,2065.3203,2021.1423,1822.3414,1822.3414,1678.763,1568.3181,1513.0956,1502.0511,1336.3837,1270.1168,1259.0723,1203.8498,1192.8053,1170.7163,1126.5383,1104.4494,1038.1824,938.782,927.7375,850.426,828.337,795.2035,795.2035,795.2035,784.159,684.7586,673.7141,673.7141,673.7141,651.6251,629.5361,618.4916,618.4916,607.4471,607.4471,552.2247,519.0912,497.0022,463.8687,441.7797,419.6908,408.6463,397.6018,386.5573,386.5573,364.4683,353.4238,353.4238,342.3793,320.2903,276.1123,276.1123,231.9344,220.8899,198.8009,198.8009,187.7564,176.7119,132.5339,110.4449,88.3559,77.3115,33.1335,22.089,0.0,0.0
True,1.0,Омская область,1,False,60000.0,217000.0,23059.2458,19241.7166,13198.722,12787.8668,10254.26,9620.8583,7292.6791,7138.6084,5666.3774,4810.4292,4759.0723,4125.6706,4022.9568,4022.9568,3868.8861,3834.6482,3834.6482,3714.8154,3201.2464,3132.7706,2824.6292,2824.6292,2602.0827,2430.893,2345.2982,2328.1792,2071.3948,1968.681,1951.562,1865.9672,1848.8482,1814.6103,1746.1344,1711.8965,1609.1827,1455.112,1437.9931,1318.1603,1283.9224,1232.5655,1232.5655,1232.5655,1215.4465,1061.3758,1044.2569,1044.2569,1044.2569,1010.0189,975.781,958.662,958.662,941.5431,941.5431,855.9482,804.5914,770.3534,718.9965,684.7586,650.5207,633.4017,616.2827,599.1638,599.1638,564.9258,547.8069,547.8069,530.6879,496.45,427.9741,427.9741,359.4983,342.3793,308.1414,308.1414,291.0224,273.9034,205.4276,171.1896,136.9517,119.8328,51.3569,34.2379,0.0,0.0
True,1.0,Еврейская автономная область,1,False,30000.0,117750.0,12512.5631,10441.0697,7161.9793,6939.0383,5564.2356,5220.5349,3957.2026,3873.5997,3074.7278,2610.2674,2582.3998,2238.6991,2182.9639,2182.9639,2099.361,2080.7826,2080.7826,2015.7581,1737.0819,1699.9251,1532.7193,1532.7193,1411.9596,1319.0675,1272.6215,1263.3323,1123.9942,1068.2589,1058.9697,1012.5237,1003.2345,984.656,947.4992,928.9208,873.1855,789.5827,780.2935,715.269,696.6906,668.823,668.823,668.823,659.5338,575.9309,566.6417,566.6417,566.6417,548.0633,529.4849,520.1956,520.1956,510.9064,510.9064,464.4604,436.5928,418.0144,390.1467,371.5683,352.9899,343.7007,334.4115,325.1223,325.1223,306.5439,297.2547,297.2547,287.9654,269.387,232.2302,232.2302,195.0734,185.7842,167.2057,167.2057,157.9165,148.6273,111.4705,92.8921,74.3137,65.0245,27.8676,18.5784,0.0,0.0
True,1.0,Тамбовская область,2,False,75000.0,107500.0,11423.3591,9532.1868,6538.5374,6335.0032,5079.8754,4766.0934,3612.7327,3536.4074,2807.0764,2383.0467,2357.6049,2043.823,1992.9394,1992.9394,1916.6141,1899.6529,1899.6529,1840.2887,1585.8709,1551.9486,1399.2979,1399.2979,1289.0502,1204.2442,1161.8413,1153.3607,1026.1518,975.2682,966.7876,924.3847,915.9041,898.9429,865.0205,848.0593,797.1758,720.8504,712.3698,653.0057,636.0445,610.6027,610.6027,610.6027,602.1221,525.7968,517.3162,517.3162,517.3162,500.355,483.3938,474.9132,474.9132,466.4326,466.4326,424.0297,398.5879,381.6267,356.1849,339.2237,322.2625,313.782,305.3014,296.8208,296.8208,279.8596,271.379,271.379,262.8984,245.9372,212.0148,212.0148,178.0925,169.6119,152.6507,152.6507,144.1701,135.6895,101.7671,84.8059,67.8447,59.3642,25.4418,16.9612,0.0,0.0
True,1.0,Город федерального значения Севастополь,1,False,100000.0,217000.0,23059.2458,19241.7166,13198.722,12787.8668,10254.26,9620.8583,7292.6791,7138.6084,5666.3774,4810.4292,4759.0723,4125.6706,4022.9568,4022.9568,3868.8861,3834.6482,3834.6482,3714.8154,3201.2464,3132.7706,2824.6292,2824.6292,2602.0827,2430.893,2345.2982,2328.1792,2071.3948,1968.681,1951.562,1865.9672,1848.8482,1814.6103,1746.1344,1711.8965,1609.1827,1455.112,1437.9931,1318.1603,1283.9224,1232.5655,1232.5655,1232.5655,1215.4465,1061.3758,1044.2569,1044.2569,1044.2569,1010.0189,975.781,958.662,958.662,941.5431,941.5431,855.9482,804.5914,770.3534,718.9965,684.7586,650.5207,633.4017,616.2827,599.1638,599.1638,564.9258,547.8069,547.8069,530.6879,496.45,427.9741,427.9741,359.4983,342.3793,308.1414,308.1414,291.0224,273.9034,205.4276,171.1896,136.9517,119.8328,51.3569,34.2379,0.0,0.0
True,1.0,Республика Калмыкия,1,False,90000.0,90000.0,9563.7425,7980.4355,5474.1243,5303.7236,4252.9189,3990.2177,3024.6134,2960.7132,2350.1104,1995.1089,1973.8088,1711.1076,1668.5074,1668.5074,1604.6071,1590.4071,1590.4071,1540.7068,1327.7059,1299.3058,1171.5052,1171.5052,1079.2048,1008.2045,972.7043,965.6043,859.1038,816.5036,809.4036,773.9034,766.8034,752.6033,724.2032,710.0032,667.403,603.5027,596.4027,546.7024,532.5024,511.2023,511.2023,511.2023,504.1022,440.202,433.1019,433.1019,433.1019,418.9019,404.7018,397.6018,397.6018,390.5017,390.5017,355.0016,333.7015,319.5014,298.2013,284.0013,269.8012,262.7012,255.6011,248.5011,248.5011,234.301,227.201,227.201,220.101,205.9009,177.5008,177.5008,149.1007,142.0006,127.8006,127.8006,120.7005,113.6005,85.2004,71.0003,56.8003,49.7002,21.3001,14.2001,0.0,0.0
True,1.0,Республика Алтай,1,False,75000.0,120000.0,12751.6567,10640.5806,7298.8324,7071.6314,5670.5585,5320.2903,4032.8179,3947.6175,3133.4806,2660.1452,2631.745,2281.4768,2224.6766,2224.6766,2139.4762,2120.5428,2120.5428,2054.2758,1770.2745,1732.4077,1562.0069,1562.0069,1438.9397,1344.2726,1296.9391,1287.4724,1145.4718,1088.6715,1079.2048,1031.8713,1022.4045,1003.4711,965.6043,946.6709,889.8706,804.6702,795.2035,728.9366,710.0032,681.603,681.603,681.603,672.1363,586.9359,577.4692,577.4692,577.4692,558.5358,539.6024,530.1357,530.1357,520.669,520.669,473.3354,444.9353,426.0019,397.6018,378.6683,359.7349,350.2682,340.8015,331.3348,331.3348,312.4014,302.9347,302.9347,293.468,274.5346,236.6677,236.6677,198.8009,189.3342,170.4008,170.4008,160.934,151.4673,113.6005,94.6671,75.7337,66.267,28.4001,18.9334,0.0,0.0
